Entity,Code,Year,Annual CO₂ emissions
Czechia,CZE,1978,187483460
Czechia,CZE,1979,182571250
Czechia,CZE,1980,184691120
Czechia,CZE,1981,182673310
Czechia,CZE,1982,180876580
Czechia,CZE,1983,181106670
Czechia,CZE,1984,187201040
Czechia,CZE,1985,184632940
Czechia,CZE,1986,185887500
Czechia,CZE,1987,183677340
Czechia,CZE,1988,180664260
Czechia,CZE,1989,172367140
Czechia,CZE,1990,164252300
Czechia,CZE,1991,148886190
Czechia,CZE,1992,145708180
Czechia,CZE,1993,140126130
Czechia,CZE,1994,132670150
Czechia,CZE,1995,131623810
Czechia,CZE,1996,135019230
Czechia,CZE,1997,130942000
Czechia,CZE,1998,125716776
Czechia,CZE,1999,116668900
Czechia,CZE,2000,127233490
Czechia,CZE,2001,127165210
Czechia,CZE,2002,123988120
Czechia,CZE,2003,127591670
Czechia,CZE,2004,128313656
Czechia,CZE,2005,125713460
Czechia,CZE,2006,126532560
Czechia,CZE,2007,128363630
Czechia,CZE,2008,122927730
Czechia,CZE,2009,114972080
Czechia,CZE,2010,117464090
Czechia,CZE,2011,115178136
Czechia,CZE,2012,111275540
Czechia,CZE,2013,106710090
Czechia,CZE,2014,104232570
Czechia,CZE,2015,104989704
Czechia,CZE,2016,106636424
Czechia,CZE,2017,107735540
Czechia,CZE,2018,106322056
Czechia,CZE,2019,100997496
Czechia,CZE,2020,91661460
Czechia,CZE,2021,96629410
Czechia,CZE,2022,95039670
Czechia,CZE,2023,83232250
Czechia,CZE,2024,75623000
Denmark,DNK,1843,135568
Denmark,DNK,1844,157552
Denmark,DNK,1845,208848
Denmark,DNK,1846,227168
Denmark,DNK,1847,172208
Denmark,DNK,1848,311440
Denmark,DNK,1849,271136
Denmark,DNK,1850,340752
Denmark,DNK,1851,311440
Denmark,DNK,1852,333424
Denmark,DNK,1853,359072
Denmark,DNK,1854,458000
Denmark,DNK,1855,454336
Denmark,DNK,1856,648528
Denmark,DNK,1857,663184
Denmark,DNK,1858,490976
Denmark,DNK,1859,626544
Denmark,DNK,1860,542272
Denmark,DNK,1861,784096
Denmark,DNK,1862,677840
Denmark,DNK,1863,754784
Denmark,DNK,1864,648528
Denmark,DNK,1865,1014928
Denmark,DNK,1866,937984
Denmark,DNK,1867,916000
Denmark,DNK,1868,1084544
Denmark,DNK,1869,945312
Denmark,DNK,1870,1143168
Denmark,DNK,1871,1187136
Denmark,DNK,1872,1139504
Denmark,DNK,1873,1150496
Denmark,DNK,1874,1242096
Denmark,DNK,1875,1458272
Denmark,DNK,1876,1542544
Denmark,DNK,1877,1524224
Denmark,DNK,1878,1447280
Denmark,DNK,1879,1634144
Denmark,DNK,1880,1861312
Denmark,DNK,1881,1971232
Denmark,DNK,1882,2114128
Denmark,DNK,1883,2429232
Denmark,DNK,1884,2418240
Denmark,DNK,1885,2535488
Denmark,DNK,1886,2429232
Denmark,DNK,1887,2491520
Denmark,DNK,1888,2802960
Denmark,DNK,1889,2993488
Denmark,DNK,1890,2868912
Denmark,DNK,1891,3085088
Denmark,DNK,1892,3169360
Denmark,DNK,1893,2997152
Denmark,DNK,1894,3400192
Denmark,DNK,1895,3524768
Denmark,DNK,1896,4312528
Denmark,DNK,1897,4623968
Denmark,DNK,1898,4803504
Denmark,DNK,1899,5250512
Denmark,DNK,1900,5147920
Denmark,DNK,1901,5360432
Denmark,DNK,1902,5503328
Denmark,DNK,1903,5726832
Denmark,DNK,1904,6177504
Denmark,DNK,1905,6008960
Denmark,DNK,1906,6543904
Denmark,DNK,1907,5833088
Denmark,DNK,1908,7236400
Denmark,DNK,1909,8005840.5
Denmark,DNK,1910,7349984
Denmark,DNK,1911,7829968
Denmark,DNK,1912,9284576
Denmark,DNK,1913,9526400
Denmark,DNK,1914,9764560
Denmark,DNK,1915,10453392
Denmark,DNK,1916,10215232
Denmark,DNK,1917,7434256
Denmark,DNK,1918,8676352
Denmark,DNK,1919,8236672.5
Denmark,DNK,1920,7192432
Denmark,DNK,1921,6793056
Denmark,DNK,1922,9650976
Denmark,DNK,1923,10526672
Denmark,DNK,1924,12340352
Denmark,DNK,1925,10720864
Denmark,DNK,1926,10468048
Denmark,DNK,1927,13325968
Denmark,DNK,1928,12557042
Denmark,DNK,1929,15125417
Denmark,DNK,1930,13806466
Denmark,DNK,1931,14320526
Denmark,DNK,1932,13426895
Denmark,DNK,1933,13371371
Denmark,DNK,1934,14641888
Denmark,DNK,1935,15250171
Denmark,DNK,1936,15777639
Denmark,DNK,1937,16294739
Denmark,DNK,1938,14631431
Denmark,DNK,1939,16301977
Denmark,DNK,1940,14822761
Denmark,DNK,1941,17398642
Denmark,DNK,1942,16471592
Denmark,DNK,1943,20622070
Denmark,DNK,1944,20281288
Denmark,DNK,1945,14043221
Denmark,DNK,1946,17643802
Denmark,DNK,1947,21453828
Denmark,DNK,1948,17071120
Denmark,DNK,1949,16880354
Denmark,DNK,1950,22006112
Denmark,DNK,1951,21932386
Denmark,DNK,1952,22913514
Denmark,DNK,1953,23158728
Denmark,DNK,1954,25591770
Denmark,DNK,1955,27079206
Denmark,DNK,1956,26383344
Denmark,DNK,1957,24906842
Denmark,DNK,1958,26801586
Denmark,DNK,1959,26041856
Denmark,DNK,1960,29760512
Denmark,DNK,1961,31712858
Denmark,DNK,1962,36904540
Denmark,DNK,1963,40678836
Denmark,DNK,1964,43157836
Denmark,DNK,1965,44304364
Denmark,DNK,1966,50085740
Denmark,DNK,1967,49033756
Denmark,DNK,1968,53280004
Denmark,DNK,1969,59349916
Denmark,DNK,1970,62043060
Denmark,DNK,1971,57004340
Denmark,DNK,1972,59579076
Denmark,DNK,1973,59197596
Denmark,DNK,1974,55013120
Denmark,DNK,1975,55712320
Denmark,DNK,1976,60056950
Denmark,DNK,1977,61769064
Denmark,DNK,1978,61028388
Denmark,DNK,1979,62907830
Denmark,DNK,1980,60289812
Denmark,DNK,1981,51719536
Denmark,DNK,1982,53619116
Denmark,DNK,1983,50101824
Denmark,DNK,1984,50784364
Denmark,DNK,1985,59984216
Denmark,DNK,1986,58801908
Denmark,DNK,1987,58245904
Denmark,DNK,1988,55013980
Denmark,DNK,1989,48685212
Denmark,DNK,1990,53476972
Denmark,DNK,1991,64104610
Denmark,DNK,1992,58326548
Denmark,DNK,1993,60573716
Denmark,DNK,1994,64673270
Denmark,DNK,1995,61653396
Denmark,DNK,1996,74899650
Denmark,DNK,1997,65437820
Denmark,DNK,1998,61238296
Denmark,DNK,1999,58652804
Denmark,DNK,2000,54306576
Denmark,DNK,2001,55896748
Denmark,DNK,2002,55554384
Denmark,DNK,2003,60645450
Denmark,DNK,2004,55100010
Denmark,DNK,2005,51534924
Denmark,DNK,2006,59500240
Denmark,DNK,2007,54709350
Denmark,DNK,2008,51256330
Denmark,DNK,2009,48851416
Denmark,DNK,2010,49189692
Denmark,DNK,2011,44236864
Denmark,DNK,2012,39861260
Denmark,DNK,2013,41763010
Denmark,DNK,2014,37571384
Denmark,DNK,2015,35110572
Denmark,DNK,2016,36916560
Denmark,DNK,2017,34664620
Denmark,DNK,2018,34608956
Denmark,DNK,2019,30950284
Denmark,DNK,2020,28299676
Denmark,DNK,2021,29603524
Denmark,DNK,2022,29094320
Denmark,DNK,2023,28831184
Denmark,DNK,2024,28369162
Estonia,EST,1830,185
Estonia,EST,1831,222
Estonia,EST,1832,148
Estonia,EST,1833,185
Estonia,EST,1850,1145
Estonia,EST,1855,3471
Estonia,EST,1858,4874
Estonia,EST,1859,5170
Estonia,EST,1860,6831
Estonia,EST,1861,8677
Estonia,EST,1862,7828
Estonia,EST,1863,8197
Estonia,EST,1864,9194
Estonia,EST,1865,8788
Estonia,EST,1866,27768
Estonia,EST,1867,31866
Estonia,EST,1868,26512
Estonia,EST,1869,35965
Estonia,EST,1870,39030
Estonia,EST,1871,52692
Estonia,EST,1872,54095
Estonia,EST,1873,50772
Estonia,EST,1874,61628
Estonia,EST,1875,70933
Estonia,EST,1876,88067
Estonia,EST,1877,89876
Estonia,EST,1878,117459
Estonia,EST,1879,120524
Estonia,EST,1880,141387
Estonia,EST,1881,148919
Estonia,EST,1882,156858
Estonia,EST,1883,178533
Estonia,EST,1884,181266
Estonia,EST,1885,197439
Estonia,EST,1886,202498
Estonia,EST,1887,214277
Estonia,EST,1888,223508
Estonia,EST,1889,241380
Estonia,EST,1890,273357
Estonia,EST,1891,300978
Estonia,EST,1892,318591
Estonia,EST,1893,373425
Estonia,EST,1894,380330
Estonia,EST,1895,437010
Estonia,EST,1896,444875
Estonia,EST,1897,514368
Estonia,EST,1898,576883
Estonia,EST,1899,669233
Estonia,EST,1900,758112
Estonia,EST,1901,778310
Estonia,EST,1902,751724
Estonia,EST,1903,735329
Estonia,EST,1904,818115
Estonia,EST,1905,730270
Estonia,EST,1906,832959
Estonia,EST,1907,932990
Estonia,EST,1908,938713
Estonia,EST,1909,990925
Estonia,EST,1910,971798
Estonia,EST,1911,1007542
Estonia,EST,1912,1141322
Estonia,EST,1913,1239838
Estonia,EST,1914,1118982
Estonia,EST,1915,1027075.06
Estonia,EST,1916,1094685
Estonia,EST,1917,1007468
Estonia,EST,1918,401783
Estonia,EST,1919,343183
Estonia,EST,1920,312941
Estonia,EST,1921,339380
Estonia,EST,1922,413895
Estonia,EST,1923,457208
Estonia,EST,1924,544721
Estonia,EST,1925,537631
Estonia,EST,1926,778975
Estonia,EST,1927,968475
Estonia,EST,1928,1088079
Estonia,EST,1929,1169576
Estonia,EST,1930,1583100
Estonia,EST,1931,1900376
Estonia,EST,1932,2139047
Estonia,EST,1933,2389522
Estonia,EST,1934,2889864
Estonia,EST,1935,3272330
Estonia,EST,1936,3754632
Estonia,EST,1937,3840876
Estonia,EST,1938,4055551
Estonia,EST,1939,4103941
Estonia,EST,1940,4905333
Estonia,EST,1941,4310077
Estonia,EST,1942,2340284
Estonia,EST,1943,2442456
Estonia,EST,1944,3542015
Estonia,EST,1945,3751763
Estonia,EST,1946,4217711
Estonia,EST,1947,5079543
Estonia,EST,1948,5406622
Estonia,EST,1949,6146514
Estonia,EST,1950,6852989
Estonia,EST,1951,7428262
Estonia,EST,1952,7955301
Estonia,EST,1953,8417320
Estonia,EST,1954,9194613
Estonia,EST,1955,10426756
Estonia,EST,1956,11431680
Estonia,EST,1957,12510737
Estonia,EST,1958,13354776
Estonia,EST,1959,14043025
Estonia,EST,1960,14623335
Estonia,EST,1961,15080764
Estonia,EST,1962,15827216
Estonia,EST,1963,16970784
Estonia,EST,1964,18045588
Estonia,EST,1965,19142578
Estonia,EST,1966,20215560
Estonia,EST,1967,21135500
Estonia,EST,1968,21725678
Estonia,EST,1969,22622810
Estonia,EST,1970,23799386
Estonia,EST,1971,25258762
Estonia,EST,1972,26582376
Estonia,EST,1973,27711808
Estonia,EST,1974,28773920
Estonia,EST,1975,30253766
Estonia,EST,1976,31417182
Estonia,EST,1977,32484898
Estonia,EST,1978,33595484
Estonia,EST,1979,33871120
Estonia,EST,1980,35207156
Estonia,EST,1981,34533976
Estonia,EST,1982,35186096
Estonia,EST,1983,35689556
Estonia,EST,1984,36008836
Estonia,EST,1985,38841516
Estonia,EST,1986,38839064
Estonia,EST,1987,37907796
Estonia,EST,1988,38014030
Estonia,EST,1989,38944670
Estonia,EST,1990,36906188
Estonia,EST,1991,34135428
Estonia,EST,1992,24413122
Estonia,EST,1993,19433166
Estonia,EST,1994,20038918
Estonia,EST,1995,18053452
Estonia,EST,1996,19032882
Estonia,EST,1997,18673228
Estonia,EST,1998,16933114
Estonia,EST,1999,15929513
Estonia,EST,2000,15470973
Estonia,EST,2001,15869932
Estonia,EST,2002,15358015
Estonia,EST,2003,17250750
Estonia,EST,2004,17322094
Estonia,EST,2005,17089780
Estonia,EST,2006,16438181
Estonia,EST,2007,19930490
Estonia,EST,2008,17814804
Estonia,EST,2009,14404987
Estonia,EST,2010,18964736
Estonia,EST,2011,18948026
Estonia,EST,2012,17761414
Estonia,EST,2013,19633820
Estonia,EST,2014,18783952
Estonia,EST,2015,15779627
Estonia,EST,2016,17432910
Estonia,EST,2017,18616038
Estonia,EST,2018,17800688
Estonia,EST,2019,12288094
Estonia,EST,2020,9198245
Estonia,EST,2021,10390915
Estonia,EST,2022,11966227
Estonia,EST,2023,8744257
Estonia,EST,2024,8306777
Finland,FIN,1860,36640
Finland,FIN,1861,73280
Finland,FIN,1862,73280
Finland,FIN,1863,76944
Finland,FIN,1864,47632
Finland,FIN,1865,62288
Finland,FIN,1866,69616
Finland,FIN,1867,62288
Finland,FIN,1868,87936
Finland,FIN,1869,69616
Finland,FIN,1870,91600
Finland,FIN,1871,113584
Finland,FIN,1872,91600
Finland,FIN,1873,87936
Finland,FIN,1874,124576
Finland,FIN,1875,84272
Finland,FIN,1876,95264
Finland,FIN,1877,113584
Finland,FIN,1878,128240.01
Finland,FIN,1879,76944
Finland,FIN,1880,98928
Finland,FIN,1881,98928
Finland,FIN,1882,120912
Finland,FIN,1883,117248
Finland,FIN,1884,142896
Finland,FIN,1885,219840
Finland,FIN,1886,128240.01
Finland,FIN,1887,128240.01
Finland,FIN,1888,120912
Finland,FIN,1889,161216
Finland,FIN,1890,208848
Finland,FIN,1891,219840
Finland,FIN,1892,194192
Finland,FIN,1893,194192
Finland,FIN,1894,219840
Finland,FIN,1895,234496
Finland,FIN,1896,296784
Finland,FIN,1897,516623.97
Finland,FIN,1898,487312
Finland,FIN,1899,736464
Finland,FIN,1900,600896
Finland,FIN,1901,421360
Finland,FIN,1902,399376
Finland,FIN,1903,512960.03
Finland,FIN,1904,527616
Finland,FIN,1905,586240
Finland,FIN,1906,615552
Finland,FIN,1907,886688
Finland,FIN,1908,1406976
Finland,FIN,1909,1282400
Finland,FIN,1910,1062560
Finland,FIN,1911,1315376
Finland,FIN,1912,1483920
Finland,FIN,1913,1663456
Finland,FIN,1914,688832
Finland,FIN,1915,106256
Finland,FIN,1916,179536
Finland,FIN,1917,120912
Finland,FIN,1918,73280
Finland,FIN,1919,238160
Finland,FIN,1920,274800
Finland,FIN,1921,282128
Finland,FIN,1922,710816
Finland,FIN,1923,1476592
Finland,FIN,1924,1744064
Finland,FIN,1925,1711088
Finland,FIN,1926,1597504
Finland,FIN,1927,2850592
Finland,FIN,1928,3127927
Finland,FIN,1929,3351431
Finland,FIN,1930,2648241
Finland,FIN,1931,3011154
Finland,FIN,1932,3022177
Finland,FIN,1933,3223666
Finland,FIN,1934,3952535
Finland,FIN,1935,3516342
Finland,FIN,1936,4963383
Finland,FIN,1937,6780401
Finland,FIN,1938,5695588
Finland,FIN,1939,4870834
Finland,FIN,1940,2314430
Finland,FIN,1941,3245056
Finland,FIN,1942,2809575
Finland,FIN,1943,3945176
Finland,FIN,1944,2725303
Finland,FIN,1945,640077
Finland,FIN,1946,3281607
Finland,FIN,1947,5450338
Finland,FIN,1948,8457918
Finland,FIN,1949,4932763
Finland,FIN,1950,6544772
Finland,FIN,1951,7976833
Finland,FIN,1952,8658547
Finland,FIN,1953,7566274
Finland,FIN,1954,9155812
Finland,FIN,1955,10929156
Finland,FIN,1956,12171579
Finland,FIN,1957,12241255
Finland,FIN,1958,10607200
Finland,FIN,1959,13559246
Finland,FIN,1960,15087087
Finland,FIN,1961,14921697
Finland,FIN,1962,16793796
Finland,FIN,1963,19336490
Finland,FIN,1964,22831226
Finland,FIN,1965,25300086
Finland,FIN,1966,29488840
Finland,FIN,1967,28587734
Finland,FIN,1968,33281468
Finland,FIN,1969,37896828
Finland,FIN,1970,40355044
Finland,FIN,1971,40536760
Finland,FIN,1972,44106084
Finland,FIN,1973,49320160
Finland,FIN,1974,46608372
Finland,FIN,1975,46025676
Finland,FIN,1976,51198464
Finland,FIN,1977,50136984
Finland,FIN,1978,51825016
Finland,FIN,1979,54237020
Finland,FIN,1980,58142896
Finland,FIN,1981,51403344
Finland,FIN,1982,42980060
Finland,FIN,1983,41463372
Finland,FIN,1984,42147212
Finland,FIN,1985,49549076
Finland,FIN,1986,53217980
Finland,FIN,1987,57533444
Finland,FIN,1988,52058084
Finland,FIN,1989,52451540
Finland,FIN,1990,56921000
Finland,FIN,1991,55195000
Finland,FIN,1992,54272000
Finland,FIN,1993,56320000
Finland,FIN,1994,61739000
Finland,FIN,1995,58122000
Finland,FIN,1996,64040000
Finland,FIN,1997,62703000
Finland,FIN,1998,59358000
Finland,FIN,1999,58874000
Finland,FIN,2000,57017000
Finland,FIN,2001,62520000
Finland,FIN,2002,65049004
Finland,FIN,2003,72658000
Finland,FIN,2004,68946000
Finland,FIN,2005,57064000
Finland,FIN,2006,68374000
Finland,FIN,2007,66764000
Finland,FIN,2008,58625000
Finland,FIN,2009,55921000
Finland,FIN,2010,64092004
Finland,FIN,2011,56646000
Finland,FIN,2012,51154000
Finland,FIN,2013,51719000
Finland,FIN,2014,47622000
Finland,FIN,2015,44192000
Finland,FIN,2016,47252000
Finland,FIN,2017,44657000
Finland,FIN,2018,45736000
Finland,FIN,2019,42444000
Finland,FIN,2020,37720000
Finland,FIN,2021,37820000
Finland,FIN,2022,36337000
Finland,FIN,2023,31799000
Finland,FIN,2024,29775000
France,FRA,1802,2238704
France,FRA,1804,2176416
France,FRA,1810,2121456
France,FRA,1811,2051840.1
France,FRA,1812,2216720
France,FRA,1813,2048176
France,FRA,1814,2092144
France,FRA,1815,2341296
France,FRA,1816,2498848
France,FRA,1817,2660064
France,FRA,1818,2381600
France,FRA,1819,2557472
France,FRA,1820,2901888
France,FRA,1821,3011808
France,FRA,1822,3169360
France,FRA,1823,3169360
France,FRA,1824,3517440
France,FRA,1825,3957120
France,FRA,1826,4089024
France,FRA,1827,5910032
France,FRA,1828,6243456
France,FRA,1829,6074912
France,FRA,1830,6551232
France,FRA,1831,6052928
France,FRA,1832,6679472
France,FRA,1833,7247392
France,FRA,1834,8921840
France,FRA,1835,9258928
France,FRA,1836,10636592
France,FRA,1837,11351072
France,FRA,1838,11867696
France,FRA,1839,11570912
France,FRA,1840,11798080
France,FRA,1841,13820608
France,FRA,1842,14527760
France,FRA,1843,14549744
France,FRA,1844,15260560
France,FRA,1845,17836352
France,FRA,1846,18528848
France,FRA,1847,20840832
France,FRA,1848,16689520
France,FRA,1849,17385680
France,FRA,1850,19617056
France,FRA,1851,20038416
France,FRA,1852,21569968
France,FRA,1853,25340224
France,FRA,1854,29213072
France,FRA,1855,33071262
France,FRA,1856,34632130
France,FRA,1857,35280656
France,FRA,1858,34595490
France,FRA,1859,34991200
France,FRA,1860,38131250
France,FRA,1861,41241984
France,FRA,1862,43524656
France,FRA,1863,44187840
France,FRA,1864,46829584
France,FRA,1865,49302784
France,FRA,1866,53560350
France,FRA,1867,54278496
France,FRA,1868,55531584
France,FRA,1869,56942224
France,FRA,1870,50537550
France,FRA,1871,50262750
France,FRA,1872,60924990
France,FRA,1873,65849412
France,FRA,1874,62643410
France,FRA,1875,65259508
France,FRA,1876,65358428
France,FRA,1877,63925810
France,FRA,1878,65222864
France,FRA,1879,67498210
France,FRA,1880,76148910
France,FRA,1881,77984580
France,FRA,1882,82308100
France,FRA,1883,86320180
France,FRA,1884,82912660
France,FRA,1885,79713980
France,FRA,1886,79072780
France,FRA,1887,83290050
France,FRA,1888,86653600
France,FRA,1889,88797040
France,FRA,1890,97817810
France,FRA,1891,97982690
France,FRA,1892,98121920
France,FRA,1893,96330220
France,FRA,1894,101899500
France,FRA,1895,102775200
France,FRA,1896,106281650
France,FRA,1897,111261020
France,FRA,1898,115045940
France,FRA,1899,120300110
France,FRA,1900,129276920
France,FRA,1901,125004690
France,FRA,1902,117662030
France,FRA,1903,129342860
France,FRA,1904,125997630
France,FRA,1905,127426590
France,FRA,1906,136568270
France,FRA,1907,145596370
France,FRA,1908,146713890
France,FRA,1909,150095760
France,FRA,1910,150612380
France,FRA,1911,156907140
France,FRA,1912,158577920
France,FRA,1913,171112460
France,FRA,1914,118350860
France,FRA,1915,103233200
France,FRA,1916,109689170
France,FRA,1917,121604500
France,FRA,1918,108450740
France,FRA,1919,116141470
France,FRA,1920,151777540
France,FRA,1921,137909300
France,FRA,1922,163150600
France,FRA,1923,184189280
France,FRA,1924,206634940
France,FRA,1925,213827380
France,FRA,1926,213732110
France,FRA,1927,213039620
France,FRA,1928,211619150
France,FRA,1929,234282100
France,FRA,1930,237634190
France,FRA,1931,217493550
France,FRA,1932,191775420
France,FRA,1933,199387060
France,FRA,1934,201350060
France,FRA,1935,195372340
France,FRA,1936,198079070
France,FRA,1937,217705010
France,FRA,1938,201798460
France,FRA,1939,194617020
France,FRA,1940,137737090
France,FRA,1941,119927290
France,FRA,1942,122495736
France,FRA,1943,125245670
France,FRA,1944,79986440
France,FRA,1945,107165640
France,FRA,1946,165245170
France,FRA,1947,183624110
France,FRA,1948,196500540
France,FRA,1949,229050910
France,FRA,1950,202450910
France,FRA,1951,228945170
France,FRA,1952,227217330
France,FRA,1953,214771790
France,FRA,1954,226601010
France,FRA,1955,239267600
France,FRA,1956,268807100
France,FRA,1957,277881700
France,FRA,1958,266527340
France,FRA,1959,262329810
France,FRA,1960,298395840
France,FRA,1961,318161820
France,FRA,1962,335538270
France,FRA,1963,340421950
France,FRA,1964,371374000
France,FRA,1965,365844930
France,FRA,1966,382835940
France,FRA,1967,407292540
France,FRA,1968,421116100
France,FRA,1969,446577900
France,FRA,1970,463946460
France,FRA,1971,497045800
France,FRA,1972,517593100
France,FRA,1973,542646300
France,FRA,1974,524736700
France,FRA,1975,486023100
France,FRA,1976,527371840
France,FRA,1977,511269060
France,FRA,1978,532682500
France,FRA,1979,536053000
France,FRA,1980,514509470
France,FRA,1981,462596380
France,FRA,1982,443395520
France,FRA,1983,426039200
France,FRA,1984,414655870
France,FRA,1985,407801860
France,FRA,1986,392871740
France,FRA,1987,390134660
France,FRA,1988,387601180
France,FRA,1989,401469220
France,FRA,1990,394904320
France,FRA,1991,419118720
France,FRA,1992,408433000
France,FRA,1993,388889700
France,FRA,1994,381903100
France,FRA,1995,386958820
France,FRA,1996,403351940
France,FRA,1997,396023140
France,FRA,1998,414357000
France,FRA,1999,413070240
France,FRA,2000,407444640
France,FRA,2001,411591650
France,FRA,2002,407026600
France,FRA,2003,412989100
France,FRA,2004,414073000
France,FRA,2005,416342900
France,FRA,2006,406669020
France,FRA,2007,396461200
France,FRA,2008,389794300
France,FRA,2009,371404200
France,FRA,2010,377079400
France,FRA,2011,355126820
France,FRA,2012,358100260
France,FRA,2013,360013340
France,FRA,2014,327808770
France,FRA,2015,332131000
France,FRA,2016,335496400
France,FRA,2017,338368030
France,FRA,2018,323101730
France,FRA,2019,316320800
France,FRA,2020,281515500
France,FRA,2021,307271840
France,FRA,2022,295303800
France,FRA,2023,270262660
France,FRA,2024,264155620
Germany,DEU,1792,468992
Germany,DEU,1793,479984
Germany,DEU,1794,443344
Germany,DEU,1795,447008
Germany,DEU,1796,534944
Germany,DEU,1797,549600
Germany,DEU,1798,575248
Germany,DEU,1799,626544
Germany,DEU,1800,795088
Germany,DEU,1801,534944
Germany,DEU,1802,553264
Germany,DEU,1803,534944
Germany,DEU,1804,1007599.94
Germany,DEU,1805,1040576
Germany,DEU,1806,937984
Germany,DEU,1807,2689376
Germany,DEU,1808,897680
Germany,DEU,1809,930656
Germany,DEU,1810,978288
Germany,DEU,1811,926992
Germany,DEU,1812,912336
Germany,DEU,1813,890352
Germany,DEU,1814,883024
Germany,DEU,1815,1029584.06
Germany,DEU,1816,2385264
Germany,DEU,1817,3381872
Germany,DEU,1818,3532096
Germany,DEU,1819,3275616
Germany,DEU,1820,3381872
Germany,DEU,1821,3532096
Germany,DEU,1822,3631024
Germany,DEU,1823,4034063.8
Germany,DEU,1824,3231648
Germany,DEU,1825,4338176
Germany,DEU,1826,4187952
Germany,DEU,1827,4539696
Germany,DEU,1828,4539696
Germany,DEU,1829,3631024
Germany,DEU,1830,4792512
Germany,DEU,1831,4590992
Germany,DEU,1832,3447824
Germany,DEU,1833,4378480
Germany,DEU,1834,4411456
Germany,DEU,1835,4931744
Germany,DEU,1836,5191888
Germany,DEU,1837,5950336
Germany,DEU,1838,6631840
Germany,DEU,1839,7020224
Germany,DEU,1840,9174656
Germany,DEU,1841,9548384
Germany,DEU,1842,10882080
Germany,DEU,1843,10299504
Germany,DEU,1844,10882080
Germany,DEU,1845,12611488
Germany,DEU,1846,13186736
Germany,DEU,1847,13838928
Germany,DEU,1848,12827664
Germany,DEU,1849,13622752
Germany,DEU,1850,15139648
Germany,DEU,1851,16869056
Germany,DEU,1852,19173712
Germany,DEU,1853,20760224
Germany,DEU,1854,24365600
Germany,DEU,1855,28615840
Germany,DEU,1856,30924160
Germany,DEU,1857,32939362
Germany,DEU,1858,35610416
Germany,DEU,1859,33807730
Germany,DEU,1860,36394510
Germany,DEU,1861,41329920
Germany,DEU,1862,45539856
Germany,DEU,1863,49383390
Germany,DEU,1864,56641776
Germany,DEU,1865,63467810
Germany,DEU,1866,62907216
Germany,DEU,1867,69154340
Germany,DEU,1868,74368210
Germany,DEU,1869,77592530
Germany,DEU,1870,76639890
Germany,DEU,1871,85349220
Germany,DEU,1872,92109300
Germany,DEU,1873,98367410
Germany,DEU,1874,71594560
Germany,DEU,1875,101518450
Germany,DEU,1876,103438380
Germany,DEU,1877,101302270
Germany,DEU,1878,104544910
Germany,DEU,1879,110846990
Germany,DEU,1880,124502720
Germany,DEU,1881,134263620
Germany,DEU,1882,143665440
Germany,DEU,1883,153092910
Germany,DEU,1884,157526350
Germany,DEU,1885,161183020
Germany,DEU,1886,163033340
Germany,DEU,1887,170390660
Germany,DEU,1888,186347380
Germany,DEU,1889,198848940
Germany,DEU,1890,208232450
Germany,DEU,1891,220840270
Germany,DEU,1892,214988860
Germany,DEU,1893,220712030
Germany,DEU,1894,229498300
Germany,DEU,1895,238284580
Germany,DEU,1896,256260160
Germany,DEU,1897,273554240
Germany,DEU,1898,285377950
Germany,DEU,1899,303283940
Germany,DEU,1900,326759200
Germany,DEU,1901,325557400
Germany,DEU,1902,319189380
Germany,DEU,1903,343598940
Germany,DEU,1904,356122460
Germany,DEU,1905,382323740
Germany,DEU,1906,361937250
Germany,DEU,1907,442182530
Germany,DEU,1908,446641600
Germany,DEU,1909,445571700
Germany,DEU,1910,445366530
Germany,DEU,1911,458586240
Germany,DEU,1912,499121060
Germany,DEU,1913,535083260
Germany,DEU,1914,497926600
Germany,DEU,1915,462906100
Germany,DEU,1916,500696600
Germany,DEU,1917,524578560
Germany,DEU,1918,503422600
Germany,DEU,1919,387427700
Germany,DEU,1920,429208300
Germany,DEU,1921,473179970
Germany,DEU,1922,455460830
Germany,DEU,1923,331929100
Germany,DEU,1924,451793180
Germany,DEU,1925,458065950
Germany,DEU,1926,413236900
Germany,DEU,1927,481185800
Germany,DEU,1928,505010900
Germany,DEU,1929,539234750
Germany,DEU,1930,462091780
Germany,DEU,1931,385964900
Germany,DEU,1932,347485760
Germany,DEU,1933,364980800
Germany,DEU,1934,408619780
Germany,DEU,1935,452332830
Germany,DEU,1936,499634430
Germany,DEU,1937,563512600
Germany,DEU,1938,601272640
Germany,DEU,1939,648625500
Germany,DEU,1940,654325000
Germany,DEU,1941,660793200
Germany,DEU,1942,667899400
Germany,DEU,1943,679430140
Germany,DEU,1944,600273150
Germany,DEU,1945,116064530
Germany,DEU,1946,271682430
Germany,DEU,1947,317660030
Germany,DEU,1948,377816400
Germany,DEU,1949,432148030
Germany,DEU,1950,510498620
Germany,DEU,1951,576631100
Germany,DEU,1952,610757060
Germany,DEU,1953,623250200
Germany,DEU,1954,659493700
Germany,DEU,1955,723231040
Germany,DEU,1956,765941600
Germany,DEU,1957,777665860
Germany,DEU,1958,756119100
Germany,DEU,1959,755483140
Germany,DEU,1960,813602200
Germany,DEU,1961,834506300
Germany,DEU,1962,882842560
